sentence,full_audio_path,no_tone
Àfáà Kàrímù ń wáàsù kí àwọn alátìlẹ́yìn rẹ̀ má gba abẹ́rẹ́ àjẹ́sára.,/content/drive/MyDrive/clips/common_voice_yo_36717372.mp3,Afaa Karimu n waasu ki awon alatileyin re ma gba abere ajesara.
Ènìyàn mẹ́tàdínlógún kú nínú ìjàmbá ọkọ̀ mẹ́ta tó ṣẹlẹ̀ ní Osun.,/content/drive/MyDrive/clips/common_voice_yo_36717373.mp3,Eniyan metadinlogun ku ninu ijamba oko meta to sele ni Osun.
Adé ti kó lọ sí ìlú òyìnbó láti ìlú Èkó.,/content/drive/MyDrive/clips/common_voice_yo_36854387.mp3,Ade ti ko lo si ilu oyinbo lati ilu Eko.
Àwọn olorì ti ń kú rò nílùú lẹ́yọ kọ̀ọ̀kan nítorí àìsàn ọba.,/content/drive/MyDrive/clips/common_voice_yo_36854388.mp3,Awon olori ti n ku ro niluu leyo kookan nitori aisan oba.
Àwọn olùgbé rawọ́ ẹ̀bẹ̀ sí ìjoba lẹ́yìn tí òjò rọ̀ nílùú Ìlọrin.,/content/drive/MyDrive/clips/common_voice_yo_36854389.mp3,Awon olugbe rawo ebe si ijoba leyin ti ojo ro niluu Ilorin.
Ohun burúkú ń ṣẹlẹ̀ l'Ọ́yọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36854390.mp3,Ohun buruku n sele l'Oyo.
Àṣà nílẹ̀ Yorùbá kún fún ìwà ọmọlúàbí.,/content/drive/MyDrive/clips/common_voice_yo_36854391.mp3,Asa nile Yoruba kun fun iwa omoluabi.
Ọmọ Ìgbòho ni agbẹjọ́rò Ìgbòho.,/content/drive/MyDrive/clips/common_voice_yo_37010047.mp3,Omo Igboho ni agbejoro Igboho.
Lọ́dọ̀ ìjọba àpapọ̀ ni a ti gbọ́ ìpè fún àgùbánirọ̀ àwọn ọ̀dọ́.,/content/drive/MyDrive/clips/common_voice_yo_37010048.mp3,Lodo ijoba apapo ni a ti gbo ipe fun agubaniro awon odo.
Ọba kan ní Ìmẹ̀sí ilé ti sọ owó púpọ̀ nù lọ́jà,/content/drive/MyDrive/clips/common_voice_yo_37010049.mp3,Oba kan ni Imesi ile ti so owo pupo nu loja
Adé ní òun kò ní fi iṣẹ́ eré tíátà sílẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_37010050.mp3,Ade ni oun ko ni fi ise ere tiata sile.
Ṣé o wá lè jókòó láì farapa ní àyè yẹn?,/content/drive/MyDrive/clips/common_voice_yo_37010051.mp3,Se o wa le jokoo lai farapa ni aye yen?
Ìyá olorì banújẹ́ lórí bí ọmọ rẹ̀ ṣé ṣeọ̀pọ̀ èèyàn níbí.,/content/drive/MyDrive/clips/common_voice_yo_36839821.mp3,Iya olori banuje lori bi omo re se seopo eeyan nibi.
Báyọ̀wá sọ pé àánú Ọlọ́run ló sọ òun di akọrin lónìí,/content/drive/MyDrive/clips/common_voice_yo_36839822.mp3,Bayowa so pe aanu Olorun lo so oun di akorin lonii
Owó oṣù ènìyàn ọgbọ̀n ni ẹnìkan gbà lójúmọ́ kan.,/content/drive/MyDrive/clips/common_voice_yo_36839823.mp3,Owo osu eniyan ogbon ni enikan gba lojumo kan.
Ọ̀dẹ́dọlá ní òun nílò ẹni tó jólóòtọ́ ní iléeṣé òun.,/content/drive/MyDrive/clips/common_voice_yo_36839824.mp3,Odedola ni oun nilo eni to jolooto ni ileese oun.
Olóògbé Táíwò Adégbóyèga jẹ́ ènìyàn pàtàkì ní orílẹ̀-èdè yìí.,/content/drive/MyDrive/clips/common_voice_yo_36839825.mp3,Oloogbe Taiwo Adegboyega je eniyan pataki ni orile-ede yii.
Ọjọ́ tó burú jùlọ nínú ìrìnàjò òṣèlú ni ọjọ́ ti Adéwálé darapọ̀ mọ́ wa,/content/drive/MyDrive/clips/common_voice_yo_36667514.mp3,Ojo to buru julo ninu irinajo oselu ni ojo ti Adewale darapo mo wa
Adájọ́ kọ̀ láti dáwọn ọmọlẹ́yìn Ìgbòho mẹ́rin padà sí àtìmọ́lé.,/content/drive/MyDrive/clips/common_voice_yo_36667515.mp3,Adajo ko lati dawon omoleyin Igboho merin pada si atimole.
Débọ̀ ti sọ̀rọ̀sókè fún ìjọba Nàìjíríà lẹ́yìn tó ti àtìmọ́lé dé.,/content/drive/MyDrive/clips/common_voice_yo_36667516.mp3,Debo ti sorosoke fun ijoba Naijiria leyin to ti atimole de.
"Ní ìpínlẹ̀ Èkó, mo bèèrè fún ààbò lọ́wọ́ ọlọ́pàá",/content/drive/MyDrive/clips/common_voice_yo_36667517.mp3,"Ni ipinle Eko, mo beere fun aabo lowo olopaa"
"Bí iléeṣẹ́ ọlọ́pàá nílẹ̀ òkèrè ṣe parí ẹ̀ṣùn rẹ̀, ó padà sí ìlú rẹ̀.",/content/drive/MyDrive/clips/common_voice_yo_36667518.mp3,"Bi ileese olopaa nile okere se pari esun re, o pada si ilu re."
Èmi náà lọ mu bíà díẹ̀ níbẹ̀ ni nírọ̀lẹ́ ọjọ́ yẹn.,/content/drive/MyDrive/clips/common_voice_yo_37009142.mp3,Emi naa lo mu bia die nibe ni nirole ojo yen.
"Kò yẹ kí ìyà jẹ́ bàbá àti ìyá, kó tún wá jẹ ọmọ náà.",/content/drive/MyDrive/clips/common_voice_yo_37009143.mp3,"Ko ye ki iya je baba ati iya, ko tun wa je omo naa."
Àwọn ọlọ́pàá fìdí rẹ̀ múlẹ̀ wí pé ọkùnrin ló fẹ́ pa ara rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_37009144.mp3,Awon olopaa fidi re mule wi pe okunrin lo fe pa ara re.
Ó ṣe pàtàkì fún gbogbo ọmọ orílẹ̀-èdè láti pawọ́pọ̀ tùn ìlu yìí se.,/content/drive/MyDrive/clips/common_voice_yo_37009145.mp3,O se pataki fun gbogbo omo orile-ede lati pawopo tun ilu yii se.
Àwọn onímọ̀ sọ pe eré ìdárayá máa ń fikún adùn ìbálòpọ̀.,/content/drive/MyDrive/clips/common_voice_yo_37009146.mp3,Awon onimo so pe ere idaraya maa n fikun adun ibalopo.
Àwọn géńdé agbébọn ló lè dènà ogun pẹ̀lú àwọn Fúlàní,/content/drive/MyDrive/clips/common_voice_yo_36536731.mp3,Awon gende agbebon lo le dena ogun pelu awon Fulani
Mo ṣe fídíò láti tọrọ owó tórí àìsàn ìtọ̀ ṣúgà tí mo ní.,/content/drive/MyDrive/clips/common_voice_yo_36536732.mp3,Mo se fidio lati toro owo tori aisan ito suga ti mo ni.
Gbígba ilẹ̀ fún ìdaranjẹ̀ lẹ́kùn gúúsù ó dára.,/content/drive/MyDrive/clips/common_voice_yo_36536733.mp3,Gbigba ile fun idaranje lekun guusu o dara.
Àmọ́ wọ́n ní nǹkan kò rọgbọ ní orílẹ̀ èdè Nàìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36536734.mp3,Amo won ni nnkan ko rogbo ni orile ede Naijiria.
Ọba Àlàó àti Olorì rẹ̀ bí ìbejì lẹ́yìn tí nǹkan oṣù ti dúró.,/content/drive/MyDrive/clips/common_voice_yo_36536735.mp3,Oba Alao ati Olori re bi ibeji leyin ti nnkan osu ti duro.
Àsìkò ọyẹ́ ti máa ń gbẹ jù.,/content/drive/MyDrive/clips/common_voice_yo_36916883.mp3,Asiko oye ti maa n gbe ju.
Ìbànújẹ́ gba ìlú kan nígbà tí àṣìta ìbọn ba ọmọ ọdún méjì kan.,/content/drive/MyDrive/clips/common_voice_yo_36928643.mp3,Ibanuje gba ilu kan nigba ti asita ibon ba omo odun meji kan.
Lọ́dọ̀ àwọn agbẹjọ́rò tó ń gbé Ìshẹri ni mo ti kọ́kọ́ gbọ́ ẹjọ́ rẹ̀,/content/drive/MyDrive/clips/common_voice_yo_36928645.mp3,Lodo awon agbejoro to n gbe Isheri ni mo ti koko gbo ejo re
Màmá tó jẹ́ onímọ̀ òye kọjá lọ ní àárọ̀ kùtùkùtù lánàá,/content/drive/MyDrive/clips/common_voice_yo_36928646.mp3,Mama to je onimo oye koja lo ni aaro kutukutu lanaa
Wọ́n ní kí àwọn èèyàn dẹ́kun láti máa pe àwọn obìnrin ní aṣéwó.,/content/drive/MyDrive/clips/common_voice_yo_36928647.mp3,Won ni ki awon eeyan dekun lati maa pe awon obinrin ni asewo.
Dàpọ lọ si Ọ̀ṣun láti polongo ìbò.,/content/drive/MyDrive/clips/common_voice_yo_37007036.mp3,Dapo lo si Osun lati polongo ibo.
Ìyanṣẹ́lódì míràn kò ní pẹ́ bẹ̀rẹ̀ àyàfi tí Ijọba bá dá wa lóhùn,/content/drive/MyDrive/clips/common_voice_yo_37007037.mp3,Iyanselodi miran ko ni pe bere ayafi ti Ijoba ba da wa lohun
Ètò ìsìnkú olóògbé náà yóò wáyé láì pé.,/content/drive/MyDrive/clips/common_voice_yo_37007038.mp3,Eto isinku oloogbe naa yoo waye lai pe.
Ilé Aṣòfin Ògùn ní kí Ọlá wá dàhùn ẹ̀sùn tí wón fi kàn án.,/content/drive/MyDrive/clips/common_voice_yo_37007039.mp3,Ile Asofin Ogun ni ki Ola wa dahun esun ti won fi kan an.
Yẹmí ní kí Tinúbu sọ fún ẹgbẹ́ rẹ ki wọn ṣe ìlérí.,/content/drive/MyDrive/clips/common_voice_yo_37007040.mp3,Yemi ni ki Tinubu so fun egbe re ki won se ileri.
Láti bí ọjọ́ mẹ́rìnlá ni àwọ́n èèyàn mẹ́rin ti wà ní àhámọ́,/content/drive/MyDrive/clips/common_voice_yo_37007046.mp3,Lati bi ojo merinla ni awon eeyan merin ti wa ni ahamo
Bàbá àgbàlagbà sá kúrò nílé lẹ́yìn tí ìyàwó rẹ̀ lóyún ìbẹta.,/content/drive/MyDrive/clips/common_voice_yo_36916743.mp3,Baba agbalagba sa kuro nile leyin ti iyawo re loyun ibeta.
Àwọn mélòó ni wọn ń sanwó láti fẹ́ ọkùnrin?,/content/drive/MyDrive/clips/common_voice_yo_36916746.mp3,Awon meloo ni won n sanwo lati fe okunrin?
Báwo lo ṣe leè mọ Oogùn apakòkòrò tó jẹ́ ayédèrú?,/content/drive/MyDrive/clips/common_voice_yo_36916747.mp3,Bawo lo se lee mo Oogun apakokoro to je ayederu?
Adésọjí ti di ẹlẹ́wọ̀n ní Amẹ́ríkà tí orúkọ̀ rẹ̀ wà lórí ayélujára.,/content/drive/MyDrive/clips/common_voice_yo_36916759.mp3,Adesoji ti di elewon ni Amerika ti oruko re wa lori ayelujara.
Àjọ aṣọ́nà ní ọ̀kànlélúgba èèyàn ló dèrò ọ̀run nínú ìjàmbá ọkọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36916760.mp3,Ajo asona ni okanlelugba eeyan lo dero orun ninu ijamba oko.
Ẹgbẹ́ ìlànà ọmọ Yorùbá túbọ̀ kún fún àdúrà.,/content/drive/MyDrive/clips/common_voice_yo_36916761.mp3,Egbe ilana omo Yoruba tubo kun fun adura.
Àfojúsùn mi ni láti gba àmì-ẹ̀yẹ gẹ́gẹ́ bí olórin Fújì.,/content/drive/MyDrive/clips/common_voice_yo_37339581.mp3,Afojusun mi ni lati gba ami-eye gege bi olorin Fuji.
Ọlá tó pè mí ní tọ́ọ́gì kò lówó mi lọ́wọ́.,/content/drive/MyDrive/clips/common_voice_yo_37339584.mp3,Ola to pe mi ni toogi ko lowo mi lowo.
Ariwo ti pọ̀ jù ní àdúgbò yí pẹ̀lú bí kò ṣe jẹ́ ìgboro.,/content/drive/MyDrive/clips/common_voice_yo_37339620.mp3,Ariwo ti po ju ni adugbo yi pelu bi ko se je igboro.
Ìbálòpọ̀ ṣe pàtàkì láàrin àwọn ọkọ àti ìyàwó.,/content/drive/MyDrive/clips/common_voice_yo_37339621.mp3,Ibalopo se pataki laarin awon oko ati iyawo.
Wọ́n sọ pé àwọn oògùn tí Lásún lò fún orí fífọ́ rẹ̀ ló paá,/content/drive/MyDrive/clips/common_voice_yo_37339623.mp3,Won so pe awon oogun ti Lasun lo fun ori fifo re lo paa
Ìkónilẹ́rú ilẹ̀ Yorùbá ló parí Ogun Kírìjì.,/content/drive/MyDrive/clips/common_voice_yo_37339624.mp3,Ikonileru ile Yoruba lo pari Ogun Kiriji.
Wọ́n ká ara ènìyàn mọ́ babaláwo nílùú Ọ̀wọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36970139.mp3,Won ka ara eniyan mo babalawo niluu Owo.
Ọjà ẹgbẹ̀lẹ́gbẹ́ mílíọ̀nù ni jàǹdùkú kó lọ́jà Agbeni.,/content/drive/MyDrive/clips/common_voice_yo_36970141.mp3,Oja egbelegbe milionu ni janduku ko loja Agbeni.
Ẹ wá wo bí Sàlàkọ́ ṣe lu ọlọ́kadà kan pa ní ìlú Abẹ́òkúta,/content/drive/MyDrive/clips/common_voice_yo_36971669.mp3,E wa wo bi Salako se lu olokada kan pa ni ilu Abeokuta
Ọ̀jọ̀gbọ́n Ọláyínká ti fẹ̀yìntì gẹ́gẹ́ bí ọ̀gá àgbá orílẹ́èdè wa.,/content/drive/MyDrive/clips/common_voice_yo_36971670.mp3,Ojogbon Olayinka ti feyinti gege bi oga agba orileede wa.
Ọlọ́pàá mẹ́rin kú nínú ìjàmbá ọkọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36994118.mp3,Olopaa merin ku ninu ijamba oko.
Ìjọba ní kò sí nǹkan tó kan òun nípa àwọn tó ń ṣàárẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36994119.mp3,Ijoba ni ko si nnkan to kan oun nipa awon to n saare.
Àwọn ẹlésìn ìgbàgbọ́ ti kéde ọjọ́ ọdún wọn tí á wáyé lẹ́yin àwẹ̀ wọn.,/content/drive/MyDrive/clips/common_voice_yo_36994120.mp3,Awon elesin igbagbo ti kede ojo odun won ti a waye leyin awe won.
Ìjọba kéde ọjọ́ mẹ́ta fún ìdárò Aláàfin.,/content/drive/MyDrive/clips/common_voice_yo_37010783.mp3,Ijoba kede ojo meta fun idaro Alaafin.
Adé di alága tuntun fún ẹgbẹ́ òṣèlú wa.,/content/drive/MyDrive/clips/common_voice_yo_37010784.mp3,Ade di alaga tuntun fun egbe oselu wa.
Ilé ìwé kan ní Ìbàdàn ní ìmúra àwọn akẹ́kọ̀ọ́ ò le yí padà.,/content/drive/MyDrive/clips/common_voice_yo_37010785.mp3,Ile iwe kan ni Ibadan ni imura awon akekoo o le yi pada.
Àwọn afurasí mẹ́wàá ní Àmọ̀tẹ́kùn mú ní Ìbàdàn.,/content/drive/MyDrive/clips/common_voice_yo_37010786.mp3,Awon afurasi mewaa ni Amotekun mu ni Ibadan.
Àwọn oun pàtàkì nípa Fẹ́mi Ọ̀ṣọ́fisan ni ìwọ̀nyí.,/content/drive/MyDrive/clips/common_voice_yo_37010839.mp3,Awon oun pataki nipa Femi Osofisan ni iwonyi.
Ọlọ́pàá mẹ́jọ wọ gàu lórí ẹ̀sùn ìbọn kíkó fún àwọn jàǹdùkú.,/content/drive/MyDrive/clips/common_voice_yo_37010840.mp3,Olopaa mejo wo gau lori esun ibon kiko fun awon janduku.
Ààrẹ dé síbi ìtàkùrọ̀sọ̀ láàárín àwọn olùdíje méjì kan.,/content/drive/MyDrive/clips/common_voice_yo_37010843.mp3,Aare de sibi itakuroso laaarin awon oludije meji kan.
"Ọkọ̀ ojú irin kọlu ọkọ̀ mẹ́ta ní Èkó, ènìyàn méjì kú.",/content/drive/MyDrive/clips/common_voice_yo_36524036.mp3,"Oko oju irin kolu oko meta ni Eko, eniyan meji ku."
Alága Ìgbìmọ̀ pàsẹ fún Ọdún kó jáde kúrò nínú ìpàdé náà.,/content/drive/MyDrive/clips/common_voice_yo_36524037.mp3,Alaga Igbimo pase fun Odun ko jade kuro ninu ipade naa.
Ṣóyinká ní ó dun òun pé kò ní alámọ̀ran rere.,/content/drive/MyDrive/clips/common_voice_yo_36524038.mp3,Soyinka ni o dun oun pe ko ni alamoran rere.
Ọkùnrin àti obìnrin tí kò ní ìbálòpọ̀ kò lè bímọ,/content/drive/MyDrive/clips/common_voice_yo_36524039.mp3,Okunrin ati obinrin ti ko ni ibalopo ko le bimo
Àrẹ̀mú ni ojúlówó ọmọ bíbí Àríkẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36524040.mp3,Aremu ni ojulowo omo bibi Arike.
Gbénga Adébóyè ti gba oyè tuntun ní ìlú Òǹdó.,/content/drive/MyDrive/clips/common_voice_yo_36524041.mp3,Gbenga Adeboye ti gba oye tuntun ni ilu Ondo.
Adégẹyè sọ pé ańgẹ́lì òun ni ẹni tó kú yìí,/content/drive/MyDrive/clips/common_voice_yo_36524043.mp3,Adegeye so pe angeli oun ni eni to ku yii
Ọba ìlú Èkó tuntun ti balẹ̀ sí ìlú Ìlọrin.,/content/drive/MyDrive/clips/common_voice_yo_36938178.mp3,Oba ilu Eko tuntun ti bale si ilu Ilorin.
Ọmọ ọdún mẹ́tàlá tó ń kiri omi inú ọ̀rá fara kásáa àìsàn.,/content/drive/MyDrive/clips/common_voice_yo_36938181.mp3,Omo odun metala to n kiri omi inu ora fara kasaa aisan.
Wòlíì Kọ́láwọlé ní Ọlọ́run ló fi Makinde sípò.,/content/drive/MyDrive/clips/common_voice_yo_36938182.mp3,Wolii Kolawole ni Olorun lo fi Makinde sipo.
Àwọn ẹgbẹ́ olùkọ́ ti da iṣẹ́ sílẹ̀ ní Nàíjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36938183.mp3,Awon egbe oluko ti da ise sile ni Naijiria.
Ajírébi ní Fúnké Akíndélé fún óun lówó tí óun fi gba ilé.,/content/drive/MyDrive/clips/common_voice_yo_36938184.mp3,Ajirebi ni Funke Akindele fun oun lowo ti oun fi gba ile.
Ikú ni èrè ẹ̀ṣẹ̀ fún ẹni tó bá pa èèyàn.,/content/drive/MyDrive/clips/common_voice_yo_36938185.mp3,Iku ni ere ese fun eni to ba pa eeyan.
Gbénga ti gba ipò alága ìbílẹ̀ kan ní ìpínlẹ̀ Ọ̀yọ́.,/content/drive/MyDrive/clips/common_voice_yo_36938186.mp3,Gbenga ti gba ipo alaga ibile kan ni ipinle Oyo.
Tí àwọn awakọ̀ tírélà bá ti pa ènìyàn wọ́n má ń sá lọ.,/content/drive/MyDrive/clips/common_voice_yo_36938187.mp3,Ti awon awako tirela ba ti pa eniyan won ma n sa lo.
Àjọ aṣóbodè kìlọ̀ fáwọn iléeṣẹ́ ìjọba.,/content/drive/MyDrive/clips/common_voice_yo_37007164.mp3,Ajo asobode kilo fawon ileese ijoba.
Ẹ̀fọ́ rírò ni àwon ará abúlé wa má jẹ jùlọ ní abúlé.,/content/drive/MyDrive/clips/common_voice_yo_37007165.mp3,Efo riro ni awon ara abule wa ma je julo ni abule.
Wo iye ìgbà tí wọ́n ti jí akẹ́kọ̀ọ́ gbé ní Nàíjíríà.,/content/drive/MyDrive/clips/common_voice_yo_37007166.mp3,Wo iye igba ti won ti ji akekoo gbe ni Naijiria.
Mi o kábàmọ́ ìbéérè tí mo bèèrè lọ́wọ́ ọ̀gá ọlọ́pàá.,/content/drive/MyDrive/clips/common_voice_yo_37007168.mp3,Mi o kabamo ibeere ti mo beere lowo oga olopaa.
Àwọn ọmọ ẹgbẹ́ òkùnkùn gba ìgboro kan n‘Ìbàdàn,/content/drive/MyDrive/clips/common_voice_yo_37007174.mp3,Awon omo egbe okunkun gba igboro kan n'Ibadan
Àwọn òṣìṣẹ́ ilé iṣẹ́ Adéagbo méje ló wá bá wa ṣe àjọyọ̀ ní Ifẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_37007175.mp3,Awon osise ile ise Adeagbo meje lo wa ba wa se ajoyo ni Ife.
Àwọn ìjọba ìpínlẹ̀ Ògùn yóò ṣe àkóbá fún ilẹ̀ Yorùbá.,/content/drive/MyDrive/clips/common_voice_yo_37007176.mp3,Awon ijoba ipinle Ogun yoo se akoba fun ile Yoruba.
Akọ̀wé ẹgbẹ́ wa ní àwọn ọmọ ẹgbẹ́ ọhún ti kú tán.,/content/drive/MyDrive/clips/common_voice_yo_37007178.mp3,Akowe egbe wa ni awon omo egbe ohun ti ku tan.
Agbẹjọ́rò dabarú ètò ìgbẹ́jọ́ nípa lílo àwọn ohun tí kò lẹ́tọ̀ọ́.,/content/drive/MyDrive/clips/common_voice_yo_36881188.mp3,Agbejoro dabaru eto igbejo nipa lilo awon ohun ti ko letoo.
Adé kúrò lẹ́gbẹ́ àwọn omidan tó wà lẹ́nu ọ̀nà.,/content/drive/MyDrive/clips/common_voice_yo_36881189.mp3,Ade kuro legbe awon omidan to wa lenu ona.
Ṣé ẹ ti gbọ́ nípa àrùn tuntun tó máa ń ba fóònù jẹ́?,/content/drive/MyDrive/clips/common_voice_yo_36881190.mp3,Se e ti gbo nipa arun tuntun to maa n ba foonu je?
Kí ni ó fàá tí àwọn ọmọ ogun òfúrufú fi padà wá sílé?,/content/drive/MyDrive/clips/common_voice_yo_36881191.mp3,Ki ni o faa ti awon omo ogun ofurufu fi pada wa sile?
Nítorí oun tí Gómìnà Amósùn ṣe ni wọ́n fi yọọ́ lóyè.,/content/drive/MyDrive/clips/common_voice_yo_36881192.mp3,Nitori oun ti Gomina Amosun se ni won fi yoo loye.
Láti ìgbà tí Adéloyè ti lọ ni ìjọ náà ko ti tẹ̀síwájú mọ́,/content/drive/MyDrive/clips/common_voice_yo_36881215.mp3,Lati igba ti Adeloye ti lo ni ijo naa ko ti tesiwaju mo
Ó ní irúfẹ́ ọbìnrin tí àwọn ọkùnrin máa ń mú fi ṣaya,/content/drive/MyDrive/clips/common_voice_yo_36881216.mp3,O ni irufe obinrin ti awon okunrin maa n mu fi saya
Ó dára ká ní àròjinlẹ̀ pé ayé ni Ọlọ́run fi ju ẹ̀dá lọ.,/content/drive/MyDrive/clips/common_voice_yo_36881217.mp3,O dara ka ni arojinle pe aye ni Olorun fi ju eda lo.
Mí ò nílò ìrànlọ́wọ́ owó lọ́wọ́ ẹnikẹ́ni láti ilẹ̀ òkèrè.,/content/drive/MyDrive/clips/common_voice_yo_37340197.mp3,Mi o nilo iranlowo owo lowo enikeni lati ile okere.
Ilé ẹjọ́ da ẹjọ́ tí Adé pè rú nílùú Ìbàdàn.,/content/drive/MyDrive/clips/common_voice_yo_37340201.mp3,Ile ejo da ejo ti Ade pe ru niluu Ibadan.
"Omi tuntun ti rú lágbàáyé, ẹja tuntun sì ti tún wọ inú ẹ̀.",/content/drive/MyDrive/clips/common_voice_yo_37340205.mp3,"Omi tuntun ti ru lagbaaye, eja tuntun si ti tun wo inu e."
Ìjọba Ọ̀yọ́ fèsì padà lórí ọ̀rọ̀ ìbàjẹ́ tí Adé sọ.,/content/drive/MyDrive/clips/common_voice_yo_37340206.mp3,Ijoba Oyo fesi pada lori oro ibaje ti Ade so.
Kí ló ṣẹlẹ̀ sí àwọn tí wọ́n wà nínú jàm̀bá ọkọ̀ náà?,/content/drive/MyDrive/clips/common_voice_yo_37340207.mp3,Ki lo sele si awon ti won wa ninu jamba oko naa?
Ìtìjú ńlá ló jẹ́ fún obìnrin méjì àti ìyá wọn láti di èrò ẹ̀wọ̀n.,/content/drive/MyDrive/clips/common_voice_yo_37340212.mp3,Itiju nla lo je fun obinrin meji ati iya won lati di ero ewon.
Àwọn ẹgbẹ́ kan ní kí ìjọba dá wọn lohùn lórí owó oṣù.,/content/drive/MyDrive/clips/common_voice_yo_37340213.mp3,Awon egbe kan ni ki ijoba da won lohun lori owo osu.
N kò rán ẹnikẹ́ni láti bẹ̀rẹ̀ ìpolongo fún ìbò ààrẹ náà.,/content/drive/MyDrive/clips/common_voice_yo_37340214.mp3,N ko ran enikeni lati bere ipolongo fun ibo aare naa.
"Wọ́n yàn olórí ìjọ, àmọ́ orí gbé e dé ipò igbákejì ààrẹ.",/content/drive/MyDrive/clips/common_voice_yo_37203856.mp3,"Won yan olori ijo, amo ori gbe e de ipo igbakeji aare."
Ìjọba Òndó ní òun kò bẹ̀rù idúnkokò mọ́ni.,/content/drive/MyDrive/clips/common_voice_yo_37203860.mp3,Ijoba Ondo ni oun ko beru idunkoko moni.
